#######################################;;;;;;;;;;;;;;;x
# 风趣事件;;;;;;;;;;;;;;;x
#######################################;;;;;;;;;;;;;;;x
rehe4;中;;;;;;;;;;;;;;x
rehe4desc;长征是历史纪录上的第一次，\n长征是宣言书，长征是宣传队，长征是播种机。\n自从盘古开天地，三皇五帝到于今，历史上曾经有过我们这样的长征吗？\n——毛泽东;;;;;;;;;;;;;;x
rehename3;红军不怕远征难！;;;;;;;;;;;;;;x
Anti_jap_great_walltitle;长城抗战;;;;;;;;;;;;;;x
Anti_jap_great_walldesc;一缕忠魂行去缓，十万百姓沿江送。\n谁堪比，荣辱一肩担，国为重。\n身后几回燃战火，碑前数度梅花冻。\n看今日，有大好河山，英名共。\n——张自忠;;;;;;;;;;;;;;x
Anti_jap_great_walleoption;大刀向鬼子头上砍去！;;;;;;;;;;;;;;x
Xian_incidencetitle;张杨兵谏蒋介石;;;;;;;;;;;;;;x
Xian_incidencedesc;至于你们问我，为什么会有西安事变，我只能这么说：\n我相信中国一定要统一，要枪口对外，不要再打内战了。\n这是我的一贯信仰，从东北易帜到西安事变都如此，谈不上什么后悔不后悔。\n——张学良;;;;;;;;;;;;;;x
Xian_incidenceoption;停止内战，一致抗日！;;;;;;;;;;;;;;x
Wuhanbattletitle;抗日战争进入相持;;;;;;;;;;;;;;x
Wuhanbattledesc;在今后的抗战过程中，可能发生许多挫败、退却，内部的分化、叛变，暂时和局部的妥协等不利的情况，应该看到这一抗战是艰苦的持久战。但我们相信，已经发动的抗战，必将因为我党和全国人民的努力，冲破一切障碍物而继续地前进和发展。\n——毛泽东;;;;;;;;;;;;;;x
Wuhanbattleoption;中国不会亡！;;;;;;;;;;;;;;x
AntiJapan_lugoutitle;中国人民抗日战争;;;;;;;;;;;;;;x
AntiJapan_lugoudesc;如若战端一开，那就是地无分南北，人无分老幼\n无论何人，皆有守土抗战之责任\n皆抱定牺牲一切之决心。\n——蒋中正;;;;;;;;;;;;;;x
AntiJapan_lugouoption;莫效南明旧事！;;;;;;;;;;;;;;x
Anti_Japan_win_title;抗战胜利;;;;;;;;;;;;;;x
Anti_Japan_win_desc;冬天已到尽头，真是好的消息\n温暖的春风，就要吹醒大地\n恭喜恭喜恭喜你呀\n恭喜恭喜恭喜你\n——陈歌辛;;;;;;;;;;;;;;x
Anti_Japan_win_option;春风再度山海关;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;x
#_desc;;;;;;;;;;;;;;;x
#_option;;;;;;;;;;;;;;;x
